date,weightclass,fighter,rank
2/16/15,Lightweight,Al Iaquinta,15
2/16/15,Welterweight,Robbie Lawler,0
2/16/15,Welterweight,Johny Hendricks,1
2/16/15,Welterweight,Rory MacDonald,2
2/16/15,Welterweight,Tyron Woodley,3
2/16/15,Welterweight,Carlos Condit,4
2/16/15,Welterweight,Matt Brown,5
2/16/15,Welterweight,Hector Lombard,6
2/16/15,Welterweight,Demian Maia,7
2/16/15,Welterweight,Tarec Saffiedine,8
2/16/15,Welterweight,Dong Hyun Kim,9
2/16/15,Welterweight,Kelvin Gastelum,10
2/16/15,Welterweight,Jake Ellenberger,11
2/16/15,Welterweight,Rick Story,12
2/16/15,Welterweight,Thiago Alves,13
2/16/15,Welterweight,Ryan LaFlare,14
2/16/15,Welterweight,Gunnar Nelson,15
2/16/15,Middleweight,Chris Weidman,0
2/16/15,Middleweight,Anderson Silva,1
2/16/15,Middleweight,Jacare Souza,2
2/16/15,Middleweight,Lyoto Machida,3
2/16/15,Middleweight,Vitor Belfort,4
2/16/15,Middleweight,Luke Rockhold,5
2/16/15,Middleweight,Yoel Romero,6
2/16/15,Middleweight,Gegard Mousasi,7
2/16/15,Middleweight,Tim Kennedy,8
2/16/15,Middleweight,Michael Bisping,9
2/16/15,Middleweight,Thales Leites,10
2/16/15,Middleweight,CB Dollaway,11
2/16/15,Middleweight,Costas Philippou,12
2/16/15,Middleweight,Mark Munoz,13
2/16/15,Middleweight,Tim Boetsch,14
2/16/15,Middleweight,Brad Tavares,15
2/16/15,Light Heavyweight,Jon Jones,0
2/16/15,Light Heavyweight,Anthony Johnson,1
2/16/15,Light Heavyweight,Alexander Gustafsson,2
2/16/15,Light Heavyweight,Daniel Cormier,3
2/16/15,Light Heavyweight,Rashad Evans,4
2/16/15,Light Heavyweight,Ryan Bader,5
2/16/15,Light Heavyweight,Glover Teixeira,6
2/16/15,Light Heavyweight,Phil Davis,7
2/16/15,Light Heavyweight,Ovince Saint Preux,8
2/16/15,Light Heavyweight,Jimi Manuwa,9
2/16/15,Light Heavyweight,Mauricio Rua,10
2/16/15,Light Heavyweight,Rafael Cavalcante,11
2/16/15,Light Heavyweight,Fabio Maldonado,12
2/16/15,Light Heavyweight,Antonio Rogerio Nogueira,13
2/16/15,Light Heavyweight,Patrick Cummins,14
2/16/15,Light Heavyweight,Dan Henderson,15
2/16/15,Heavyweight,Cain Velasquez,0
2/16/15,Heavyweight,Fabricio Werdum,1
2/16/15,Heavyweight,Junior Dos Santos,2
2/16/15,Heavyweight,Travis Browne,3
2/16/15,Heavyweight,Stipe Miocic,4
2/16/15,Heavyweight,Mark Hunt,5
2/16/15,Heavyweight,Josh Barnett,6
2/16/15,Heavyweight,Andrei Arlovski,7
2/16/15,Heavyweight,Antonio Silva,8
2/16/15,Heavyweight,Roy Nelson,9
2/16/15,Heavyweight,Ben Rothwell,10
2/16/15,Heavyweight,Alistair Overeem,11
2/16/15,Heavyweight,Matt Mitrione,12
2/16/15,Heavyweight,Frank Mir,13
2/16/15,Heavyweight,Gabriel Gonzaga,14
2/16/15,Heavyweight,Stefan Struve,15
2/16/15,Women's Strawweight,Carla Esparza,0
2/16/15,Women's Strawweight,Joanna Jedrzejczyk,1
2/16/15,Women's Strawweight,Claudia Gadelha,2
2/16/15,Women's Strawweight,Jessica Penne,3
2/16/15,Women's Strawweight,Rose Namajunas,4
2/16/15,Women's Strawweight,Tecia Torres,5
2/16/15,Women's Strawweight,Joanne Calderwood,6
2/16/15,Women's Strawweight,Randa Markos,7
2/16/15,Women's Strawweight,Felice Herrig,8
2/16/15,Women's Strawweight,Aisling Daly,9
2/16/15,Women's Strawweight,Paige VanZant,10
2/16/15,Women's Strawweight,Heather Clark,11
2/16/15,Women's Strawweight,Juliana Lima,12
2/16/15,Women's Strawweight,Angela Hill,13
2/16/15,Women's Strawweight,Seohee Ham,14
2/16/15,Women's Strawweight,Bec Rawlings,15
2/16/15,Women's Bantamweight,Ronda Rousey,0
2/16/15,Women's Bantamweight,Cat Zingano,1
2/16/15,Women's Bantamweight,Miesha Tate,2
2/16/15,Women's Bantamweight,Alexis Davis,3
2/16/15,Women's Bantamweight,Sara McMann,4
2/16/15,Women's Bantamweight,Sarah Kaufman,5
2/16/15,Women's Bantamweight,Jessica Eye,6
2/16/15,Women's Bantamweight,Bethe Correia,7
2/16/15,Women's Bantamweight,Liz Carmouche,8
2/16/15,Women's Bantamweight,Amanda Nunes,9
2/16/15,Women's Bantamweight,Jessica Andrade,10
2/16/15,Women's Bantamweight,Julianna Pena,11
2/16/15,Women's Bantamweight,Raquel Pennington,12
2/16/15,Women's Bantamweight,Holly Holm,13
2/16/15,Women's Bantamweight,Germaine de Randamie,14
2/16/15,Women's Bantamweight,Leslie Smith,15
2/24/15,Pound-for-Pound,Jon Jones,1
2/24/15,Pound-for-Pound,Jose Aldo,2
2/24/15,Pound-for-Pound,Demetrious Johnson,3
2/24/15,Pound-for-Pound,Chris Weidman,4
2/24/15,Pound-for-Pound,Anthony Pettis,5
2/24/15,Pound-for-Pound,Cain Velasquez,6
2/24/15,Pound-for-Pound,Ronda Rousey,7
2/24/15,Pound-for-Pound,TJ Dillashaw,8
2/24/15,Pound-for-Pound,Anderson Silva,9
2/24/15,Pound-for-Pound,Robbie Lawler,10
2/24/15,Pound-for-Pound,Renan Barao,11
2/24/15,Pound-for-Pound,Johny Hendricks,12
2/24/15,Pound-for-Pound,Vitor Belfort,13
2/24/15,Pound-for-Pound,Dominick Cruz,14
2/24/15,Pound-for-Pound,Fabricio Werdum,15
2/24/15,Flyweight,Demetrious Johnson,0
2/24/15,Flyweight,John Dodson,1
2/24/15,Flyweight,Joseph Benavidez,2
2/24/15,Flyweight,Ian McCall,3
2/24/15,Flyweight,John Moraga,4
2/24/15,Flyweight,Jussier Formiga,5
2/24/15,Flyweight,Ali Bagautinov,6
2/24/15,Flyweight,John Lineker,7
2/24/15,Flyweight,Kyoji Horiguchi,8
2/24/15,Flyweight,Zach Makovsky,9
2/24/15,Flyweight,Chris Cariaso,10
2/24/15,Flyweight,Timothy Elliott,11
2/24/15,Flyweight,Dustin Ortiz,12
2/24/15,Flyweight,Wilson Reis,13
2/24/15,Flyweight,Brad Pickett,14
2/24/15,Flyweight,Chico Camus,15
2/24/15,Bantamweight,TJ Dillashaw,0
2/24/15,Bantamweight,Renan Barao,1
2/24/15,Bantamweight,Dominick Cruz,2
2/24/15,Bantamweight,Urijah Faber,3
2/24/15,Bantamweight,Raphael Assuncao,4
2/24/15,Bantamweight,Michael McDonald,5
2/24/15,Bantamweight,Takeya Mizugaki,6
2/24/15,Bantamweight,Eddie Wineland,7
2/24/15,Bantamweight,Johnny Eduardo,8
2/24/15,Bantamweight,Bryan Caraway,9
2/24/15,Bantamweight,Iuri Alcantara,10
2/24/15,Bantamweight,Francisco Rivera,11
2/24/15,Bantamweight,Frankie Saenz,12
2/24/15,Bantamweight,Erik Perez,13
2/24/15,Bantamweight,Alex Caceres,14
2/24/15,Bantamweight,Mitch Gagnon,15
2/24/15,Featherweight,Jose Aldo,0
2/24/15,Featherweight,Frankie Edgar,1
2/24/15,Featherweight,Chad Mendes,2
2/24/15,Featherweight,Conor McGregor,3
2/24/15,Featherweight,Ricardo Lamas,4
2/24/15,Featherweight,Cub Swanson,5
2/24/15,Featherweight,Dennis Bermudez,6
2/24/15,Featherweight,Dustin Poirier,7
2/24/15,Featherweight,Nik Lentz,8
2/24/15,Featherweight,Charles Oliveira,9
2/24/15,Featherweight,Max Holloway,10
2/24/15,Featherweight,Jeremy Stephens,11
2/24/15,Featherweight,Clay Guida,12
2/24/15,Featherweight,Dennis Siver,13
2/24/15,Featherweight,Darren Elkins,14
2/24/15,Featherweight,Hacran Dias,15
2/24/15,Lightweight,Anthony Pettis,0
2/24/15,Lightweight,Rafael dos Anjos,1
2/24/15,Lightweight,Khabib Nurmagomedov,2
2/24/15,Lightweight,Donald Cerrone,3
2/24/15,Lightweight,Gilbert Melendez,4
2/24/15,Lightweight,Benson Henderson,5
2/24/15,Lightweight,Michael Johnson,6
2/24/15,Lightweight,Josh Thomson,7
2/24/15,Lightweight,Edson Barboza,8
2/24/15,Lightweight,Myles Jury,9
2/24/15,Lightweight,Bobby Green,10
2/24/15,Lightweight,Eddie Alvarez,11
2/24/15,Lightweight,Jim Miller,12
2/24/15,Lightweight,Jorge Masvidal,13
2/24/15,Lightweight,Al Iaquinta,14
2/24/15,Lightweight,Nate Diaz,15
2/24/15,Welterweight,Robbie Lawler,0
2/24/15,Welterweight,Johny Hendricks,1
2/24/15,Welterweight,Rory MacDonald,2
2/24/15,Welterweight,Tyron Woodley,3
2/24/15,Welterweight,Carlos Condit,4
2/24/15,Welterweight,Matt Brown,5
2/24/15,Welterweight,Hector Lombard,6
2/24/15,Welterweight,Demian Maia,7
2/24/15,Welterweight,Tarec Saffiedine,8
2/24/15,Welterweight,Kelvin Gastelum,9
2/24/15,Welterweight,Dong Hyun Kim,10
2/24/15,Welterweight,Jake Ellenberger,11
2/24/15,Welterweight,Rick Story,12
2/24/15,Welterweight,Thiago Alves,13
2/24/15,Welterweight,Gunnar Nelson,14
2/24/15,Welterweight,Ryan LaFlare,15
2/24/15,Middleweight,Chris Weidman,0
2/24/15,Middleweight,Jacare Souza,1
2/24/15,Middleweight,Anderson Silva,2
2/24/15,Middleweight,Lyoto Machida,3
2/24/15,Middleweight,Vitor Belfort,4
2/24/15,Middleweight,Luke Rockhold,5
2/24/15,Middleweight,Yoel Romero,6
2/24/15,Middleweight,Gegard Mousasi,7
2/24/15,Middleweight,Tim Kennedy,8
2/24/15,Middleweight,Michael Bisping,9
2/24/15,Middleweight,Thales Leites,10
2/24/15,Middleweight,CB Dollaway,11
2/24/15,Middleweight,Costas Philippou,12
2/24/15,Middleweight,Mark Munoz,13
2/24/15,Middleweight,Tim Boetsch,14
2/24/15,Middleweight,Brad Tavares,15
2/24/15,Light Heavyweight,Jon Jones,0
2/24/15,Light Heavyweight,Anthony Johnson,1
2/24/15,Light Heavyweight,Alexander Gustafsson,2
2/24/15,Light Heavyweight,Daniel Cormier,3
2/24/15,Light Heavyweight,Rashad Evans,4
2/24/15,Light Heavyweight,Ryan Bader,5
2/24/15,Light Heavyweight,Glover Teixeira,6
2/24/15,Light Heavyweight,Phil Davis,7
2/24/15,Light Heavyweight,Ovince Saint Preux,8
2/24/15,Light Heavyweight,Jimi Manuwa,9
2/24/15,Light Heavyweight,Mauricio Rua,10
2/24/15,Light Heavyweight,Rafael Cavalcante,11
2/24/15,Light Heavyweight,Fabio Maldonado,12
2/24/15,Light Heavyweight,Antonio Rogerio Nogueira,13
2/24/15,Light Heavyweight,Patrick Cummins,14
2/24/15,Light Heavyweight,Dan Henderson,15
2/24/15,Heavyweight,Cain Velasquez,0
2/24/15,Heavyweight,Fabricio Werdum,1
2/24/15,Heavyweight,Junior Dos Santos,2
2/24/15,Heavyweight,Travis Browne,3
2/24/15,Heavyweight,Stipe Miocic,4
2/24/15,Heavyweight,Mark Hunt,5
2/24/15,Heavyweight,Josh Barnett,6
2/24/15,Heavyweight,Andrei Arlovski,7
2/24/15,Heavyweight,Roy Nelson,8
2/24/15,Heavyweight,Alistair Overeem,9
2/24/15,Heavyweight,Ben Rothwell,10
2/24/15,Heavyweight,Frank Mir,11
2/24/15,Heavyweight,Antonio Silva,12
2/24/15,Heavyweight,Matt Mitrione,13
2/24/15,Heavyweight,Gabriel Gonzaga,14
2/24/15,Heavyweight,Stefan Struve,15
2/24/15,Women's Strawweight,Carla Esparza,0
2/24/15,Women's Strawweight,Joanna Jedrzejczyk,1
2/24/15,Women's Strawweight,Claudia Gadelha,2
2/24/15,Women's Strawweight,Jessica Penne,3
2/24/15,Women's Strawweight,Rose Namajunas,4
2/24/15,Women's Strawweight,Tecia Torres,5
2/24/15,Women's Strawweight,Joanne Calderwood,6
2/24/15,Women's Strawweight,Randa Markos,7
2/24/15,Women's Strawweight,Felice Herrig,8
2/24/15,Women's Strawweight,Aisling Daly,9
2/24/15,Women's Strawweight,Paige VanZant,10
2/24/15,Women's Strawweight,Heather Clark,11
2/24/15,Women's Strawweight,Juliana Lima,12
2/24/15,Women's Strawweight,Angela Hill,13
2/24/15,Women's Strawweight,Seohee Ham,14
2/24/15,Women's Strawweight,Bec Rawlings,15
2/24/15,Women's Bantamweight,Ronda Rousey,0
2/24/15,Women's Bantamweight,Cat Zingano,1
2/24/15,Women's Bantamweight,Miesha Tate,2
2/24/15,Women's Bantamweight,Alexis Davis,3
2/24/15,Women's Bantamweight,Sara McMann,4
2/24/15,Women's Bantamweight,Sarah Kaufman,5
2/24/15,Women's Bantamweight,Jessica Eye,6
2/24/15,Women's Bantamweight,Bethe Correia,7
2/24/15,Women's Bantamweight,Liz Carmouche,8
2/24/15,Women's Bantamweight,Amanda Nunes,9
2/24/15,Women's Bantamweight,Marion Reneau,10
2/24/15,Women's Bantamweight,Jessica Andrade,11
2/24/15,Women's Bantamweight,Julianna Pena,12
2/24/15,Women's Bantamweight,Holly Holm,13
2/24/15,Women's Bantamweight,Raquel Pennington,14
2/24/15,Women's Bantamweight,Germaine de Randamie,15
3/2/15,Pound-for-Pound,Jon Jones,1
3/2/15,Pound-for-Pound,Jose Aldo,2
3/2/15,Pound-for-Pound,Demetrious Johnson,3
3/2/15,Pound-for-Pound,Chris Weidman,4
3/2/15,Pound-for-Pound,Anthony Pettis,5
3/2/15,Pound-for-Pound,Cain Velasquez,6
3/2/15,Pound-for-Pound,Ronda Rousey,7
3/2/15,Pound-for-Pound,TJ Dillashaw,8
3/2/15,Pound-for-Pound,Anderson Silva,9
3/2/15,Pound-for-Pound,Robbie Lawler,10
3/2/15,Pound-for-Pound,Renan Barao,11
3/2/15,Pound-for-Pound,Johny Hendricks,12
3/2/15,Pound-for-Pound,Vitor Belfort,13
3/2/15,Pound-for-Pound,Dominick Cruz,14
3/2/15,Pound-for-Pound,Fabricio Werdum,15
3/2/15,Flyweight,Demetrious Johnson,0
3/2/15,Flyweight,John Dodson,1
3/2/15,Flyweight,Joseph Benavidez,2
3/2/15,Flyweight,Ian McCall,3
3/2/15,Flyweight,John Moraga,4
3/2/15,Flyweight,Jussier Formiga,5
3/2/15,Flyweight,Ali Bagautinov,6
3/2/15,Flyweight,John Lineker,7
3/2/15,Flyweight,Kyoji Horiguchi,8
3/2/15,Flyweight,Zach Makovsky,9
3/2/15,Flyweight,Chris Cariaso,10
3/2/15,Flyweight,Timothy Elliott,11
3/2/15,Flyweight,Dustin Ortiz,12
3/2/15,Flyweight,Wilson Reis,13
3/2/15,Flyweight,Brad Pickett,14
3/2/15,Flyweight,Chico Camus,15
3/2/15,Bantamweight,TJ Dillashaw,0
3/2/15,Bantamweight,Renan Barao,1
3/2/15,Bantamweight,Dominick Cruz,2
3/2/15,Bantamweight,Urijah Faber,3
3/2/15,Bantamweight,Raphael Assuncao,4
3/2/15,Bantamweight,Michael McDonald,5
3/2/15,Bantamweight,Takeya Mizugaki,6
3/2/15,Bantamweight,Eddie Wineland,7
3/2/15,Bantamweight,Johnny Eduardo,8
3/2/15,Bantamweight,Bryan Caraway,9
3/2/15,Bantamweight,Iuri Alcantara,10
3/2/15,Bantamweight,Francisco Rivera,11
3/2/15,Bantamweight,Frankie Saenz,12
3/2/15,Bantamweight,Erik Perez,13
3/2/15,Bantamweight,Alex Caceres,14
3/2/15,Bantamweight,Mitch Gagnon,15
3/2/15,Featherweight,Jose Aldo,0
3/2/15,Featherweight,Frankie Edgar,1
3/2/15,Featherweight,Chad Mendes,2
3/2/15,Featherweight,Conor McGregor,3
3/2/15,Featherweight,Ricardo Lamas,4
3/2/15,Featherweight,Cub Swanson,5
3/2/15,Featherweight,Dennis Bermudez,6
3/2/15,Featherweight,Dustin Poirier,7
3/2/15,Featherweight,Nik Lentz,8
3/2/15,Featherweight,Charles Oliveira,9
3/2/15,Featherweight,Max Holloway,10
3/2/15,Featherweight,Jeremy Stephens,11
3/2/15,Featherweight,Clay Guida,12
3/2/15,Featherweight,Dennis Siver,13
3/2/15,Featherweight,Darren Elkins,14
3/2/15,Featherweight,Hacran Dias,15
3/2/15,Lightweight,Anthony Pettis,0
3/2/15,Lightweight,Rafael dos Anjos,1
3/2/15,Lightweight,Khabib Nurmagomedov,2
3/2/15,Lightweight,Donald Cerrone,3
3/2/15,Lightweight,Gilbert Melendez,4
3/2/15,Lightweight,Benson Henderson,5
3/2/15,Lightweight,Michael Johnson,6
3/2/15,Lightweight,Josh Thomson,7
3/2/15,Lightweight,Edson Barboza,8
3/2/15,Lightweight,Myles Jury,9
3/2/15,Lightweight,Eddie Alvarez,10
3/2/15,Lightweight,Bobby Green,11
3/2/15,Lightweight,Jim Miller,12
3/2/15,Lightweight,Tony Ferguson,13
3/2/15,Lightweight,Jorge Masvidal,14
3/2/15,Lightweight,Al Iaquinta,15
3/2/15,Welterweight,Robbie Lawler,0
3/2/15,Welterweight,Johny Hendricks,1
3/2/15,Welterweight,Rory MacDonald,2
3/2/15,Welterweight,Tyron Woodley,3
3/2/15,Welterweight,Carlos Condit,4
3/2/15,Welterweight,Matt Brown,5
3/2/15,Welterweight,Hector Lombard,6
3/2/15,Welterweight,Demian Maia,7
3/2/15,Welterweight,Tarec Saffiedine,8
3/2/15,Welterweight,Dong Hyun Kim,9
3/2/15,Welterweight,Jake Ellenberger,10
3/2/15,Welterweight,Kelvin Gastelum,11
3/2/15,Welterweight,Rick Story,12
3/2/15,Welterweight,Thiago Alves,13
3/2/15,Welterweight,Gunnar Nelson,14
3/2/15,Welterweight,Ryan LaFlare,15
3/2/15,Middleweight,Chris Weidman,0
3/2/15,Middleweight,Jacare Souza,1
3/2/15,Middleweight,Lyoto Machida,1
3/2/15,Middleweight,Vitor Belfort,3
3/2/15,Middleweight,Luke Rockhold,4
3/2/15,Middleweight,Anderson Silva,5
3/2/15,Middleweight,Yoel Romero,6
3/2/15,Middleweight,Gegard Mousasi,7
3/2/15,Middleweight,Tim Kennedy,8
3/2/15,Middleweight,Michael Bisping,9
3/2/15,Middleweight,Thales Leites,10
3/2/15,Middleweight,CB Dollaway,11
3/2/15,Middleweight,Costas Philippou,12
3/2/15,Middleweight,Tim Boetsch,13
3/2/15,Middleweight,Brad Tavares,14
3/2/15,Middleweight,Roan Carneiro,15
3/2/15,Light Heavyweight,Jon Jones,0
3/2/15,Light Heavyweight,Anthony Johnson,1
3/2/15,Light Heavyweight,Alexander Gustafsson,2
3/2/15,Light Heavyweight,Daniel Cormier,3
3/2/15,Light Heavyweight,Rashad Evans,4
3/2/15,Light Heavyweight,Ryan Bader,5
3/2/15,Light Heavyweight,Glover Teixeira,6
3/2/15,Light Heavyweight,Phil Davis,7
3/2/15,Light Heavyweight,Ovince Saint Preux,8
3/2/15,Light Heavyweight,Jimi Manuwa,9
3/2/15,Light Heavyweight,Mauricio Rua,10
3/2/15,Light Heavyweight,Rafael Cavalcante,11
3/2/15,Light Heavyweight,Fabio Maldonado,12
3/2/15,Light Heavyweight,Antonio Rogerio Nogueira,13
3/2/15,Light Heavyweight,Patrick Cummins,14
3/2/15,Light Heavyweight,Dan Henderson,15
3/2/15,Heavyweight,Cain Velasquez,0
3/2/15,Heavyweight,Fabricio Werdum,1
3/2/15,Heavyweight,Junior Dos Santos,2
3/2/15,Heavyweight,Travis Browne,3
3/2/15,Heavyweight,Stipe Miocic,4
3/2/15,Heavyweight,Mark Hunt,5
3/2/15,Heavyweight,Josh Barnett,6
3/2/15,Heavyweight,Andrei Arlovski,7
3/2/15,Heavyweight,Roy Nelson,8
3/2/15,Heavyweight,Alistair Overeem,9
3/2/15,Heavyweight,Ben Rothwell,10
3/2/15,Heavyweight,Frank Mir,11
3/2/15,Heavyweight,Antonio Silva,12
3/2/15,Heavyweight,Matt Mitrione,13
3/2/15,Heavyweight,Gabriel Gonzaga,14
3/2/15,Heavyweight,Stefan Struve,15
3/2/15,Women's Strawweight,Carla Esparza,0
3/2/15,Women's Strawweight,Joanna Jedrzejczyk,1
3/2/15,Women's Strawweight,Claudia Gadelha,2
3/2/15,Women's Strawweight,Jessica Penne,3
3/2/15,Women's Strawweight,Rose Namajunas,4
3/2/15,Women's Strawweight,Tecia Torres,5
3/2/15,Women's Strawweight,Joanne Calderwood,6
3/2/15,Women's Strawweight,Randa Markos,7
3/2/15,Women's Strawweight,Felice Herrig,8
3/2/15,Women's Strawweight,Aisling Daly,9
3/2/15,Women's Strawweight,Paige VanZant,10
3/2/15,Women's Strawweight,Heather Clark,11
3/2/15,Women's Strawweight,Juliana Lima,12
3/2/15,Women's Strawweight,Angela Hill,13
3/2/15,Women's Strawweight,Seohee Ham,14
3/2/15,Women's Strawweight,Bec Rawlings,15
3/2/15,Women's Bantamweight,Ronda Rousey,0
3/2/15,Women's Bantamweight,Cat Zingano,1
3/2/15,Women's Bantamweight,Miesha Tate,2
3/2/15,Women's Bantamweight,Alexis Davis,3
3/2/15,Women's Bantamweight,Sara McMann,4
3/2/15,Women's Bantamweight,Sarah Kaufman,5
3/2/15,Women's Bantamweight,Jessica Eye,6
3/2/15,Women's Bantamweight,Bethe Correia,7
3/2/15,Women's Bantamweight,Liz Carmouche,8
3/2/15,Women's Bantamweight,Amanda Nunes,9
3/2/15,Women's Bantamweight,Holly Holm,10
3/2/15,Women's Bantamweight,Jessica Andrade,11
3/2/15,Women's Bantamweight,Marion Reneau,12
3/2/15,Women's Bantamweight,Julianna Pena,13
3/2/15,Women's Bantamweight,Raquel Pennington,14
3/2/15,Women's Bantamweight,Germaine de Randamie,15
5/25/15,Pound-for-Pound,Jose Aldo,1
5/25/15,Pound-for-Pound,Demetrious Johnson,2
5/25/15,Pound-for-Pound,Chris Weidman,3
5/25/15,Pound-for-Pound,Cain Velasquez,4
5/25/15,Pound-for-Pound,Ronda Rousey,5
5/25/15,Pound-for-Pound,TJ Dillashaw,6
5/25/15,Pound-for-Pound,Rafael dos Anjos,7
5/25/15,Pound-for-Pound,Robbie Lawler,8
5/25/15,Pound-for-Pound,Daniel Cormier,9
5/25/15,Pound-for-Pound,Anderson Silva,10
5/25/15,Pound-for-Pound,Anthony Pettis,11
5/25/15,Pound-for-Pound,Renan Barao,12
5/25/15,Pound-for-Pound,Frankie Edgar,13
5/25/15,Pound-for-Pound,Fabricio Werdum,14
5/25/15,Pound-for-Pound,Johny Hendricks,15
5/25/15,Flyweight,Demetrious Johnson,0
5/25/15,Flyweight,John Dodson,1
5/25/15,Flyweight,Joseph Benavidez,2
5/25/15,Flyweight,Ian McCall,3
5/25/15,Flyweight,Jussier Formiga,4
5/25/15,Flyweight,John Moraga,5
5/25/15,Flyweight,John Lineker,6
5/25/15,Flyweight,Henry Cejudo,7
5/25/15,Flyweight,Kyoji Horiguchi,8
5/25/15,Flyweight,Zach Makovsky,9
5/25/15,Flyweight,Chris Cariaso,10
5/25/15,Flyweight,Dustin Ortiz,11
5/25/15,Flyweight,Wilson Reis,12
5/25/15,Flyweight,Timothy Elliott,13
5/25/15,Flyweight,Chico Camus,14
5/25/15,Flyweight,Brad Pickett,15
5/25/15,Bantamweight,TJ Dillashaw,0
5/25/15,Bantamweight,Renan Barao,1
5/25/15,Bantamweight,Dominick Cruz,2
5/25/15,Bantamweight,Raphael Assuncao,3
5/25/15,Bantamweight,Urijah Faber,4
5/25/15,Bantamweight,Michael McDonald,5
5/25/15,Bantamweight,Eddie Wineland,6
5/25/15,Bantamweight,Takeya Mizugaki,7
5/25/15,Bantamweight,Johnny Eduardo,8
5/25/15,Bantamweight,Aljamain Sterling,9
5/25/15,Bantamweight,Bryan Caraway,10
5/25/15,Bantamweight,Francisco Rivera,11
5/25/15,Bantamweight,Iuri Alcantara,12
5/25/15,Bantamweight,Frankie Saenz,13
5/25/15,Bantamweight,Thomas Almeida,14
5/25/15,Bantamweight,Erik Perez,15
5/25/15,Featherweight,Jose Aldo,0
5/25/15,Featherweight,Chad Mendes,1
5/25/15,Featherweight,Frankie Edgar,2
5/25/15,Featherweight,Conor McGregor,3
5/25/15,Featherweight,Ricardo Lamas,4
5/25/15,Featherweight,Max Holloway,5
5/25/15,Featherweight,Cub Swanson,6
5/25/15,Featherweight,Dennis Bermudez,7
5/25/15,Featherweight,Charles Oliveira,8
5/25/15,Featherweight,Nik Lentz,9
5/25/15,Featherweight,Clay Guida,10
5/25/15,Featherweight,Jeremy Stephens,11
5/25/15,Featherweight,Dennis Siver,12
5/25/15,Featherweight,Darren Elkins,13
5/25/15,Featherweight,Hacran Dias,14
5/25/15,Featherweight,Dustin Poirier,15
5/25/15,Lightweight,Rafael dos Anjos,0
5/25/15,Lightweight,Anthony Pettis,1
5/25/15,Lightweight,Donald Cerrone,2
5/25/15,Lightweight,Khabib Nurmagomedov,2
5/25/15,Lightweight,Gilbert Melendez,4
5/25/15,Lightweight,Michael Johnson,5
5/25/15,Lightweight,Benson Henderson,6
5/25/15,Lightweight,Edson Barboza,7
5/25/15,Lightweight,Myles Jury,8
5/25/15,Lightweight,Eddie Alvarez,9
5/25/15,Lightweight,Josh Thomson,10
5/25/15,Lightweight,Bobby Green,11
5/25/15,Lightweight,Tony Ferguson,12
5/25/15,Lightweight,Al Iaquinta,13
5/25/15,Lightweight,Beneil Dariush,14
5/25/15,Lightweight,Jorge Masvidal,15
5/25/15,Welterweight,Robbie Lawler,0
5/25/15,Welterweight,Johny Hendricks,1
5/25/15,Welterweight,Rory MacDonald,2
5/25/15,Welterweight,Tyron Woodley,3
5/25/15,Welterweight,Carlos Condit,4
5/25/15,Welterweight,Matt Brown,5
5/25/15,Welterweight,Demian Maia,6
5/25/15,Welterweight,Dong Hyun Kim,7
5/25/15,Welterweight,Tarec Saffiedine,8
5/25/15,Welterweight,Jake Ellenberger,9
5/25/15,Welterweight,Kelvin Gastelum,10
5/25/15,Welterweight,Rick Story,11
5/25/15,Welterweight,Thiago Alves,12
5/25/15,Welterweight,Neil Magny,13
5/25/15,Welterweight,Gunnar Nelson,14
5/25/15,Welterweight,Ryan LaFlare,15
5/25/15,Middleweight,Chris Weidman,0
5/25/15,Middleweight,Luke Rockhold,1
5/25/15,Middleweight,Jacare Souza,2
5/25/15,Middleweight,Lyoto Machida,3
5/25/15,Middleweight,Vitor Belfort,4
5/25/15,Middleweight,Anderson Silva,5
5/25/15,Middleweight,Yoel Romero,6
5/25/15,Middleweight,Gegard Mousasi,7
5/25/15,Middleweight,Tim Kennedy,8
5/25/15,Middleweight,Michael Bisping,9
